PA,AG,SX,PP
Ang Mo Kio,15_to_19,Males,0
Ang Mo Kio,15_to_19,Females,30
Ang Mo Kio,15_to_19,Females,190
Ang Mo Kio,15_to_19,Females,150
Ang Mo Kio,15_to_19,Females,80
Ang Mo Kio,15_to_19,Females,0
Ang Mo Kio,15_to_19,Females,0
Ang Mo Kio,15_to_19,Females,0
Ang Mo Kio,15_to_19,Females,0
Ang Mo Kio,20_to_24,Males,60
Ang Mo Kio,20_to_24,Males,270
Ang Mo Kio,20_to_24,Males,220
Ang Mo Kio,20_to_24,Males,100
Ang Mo Kio,20_to_24,Males,0
Ang Mo Kio,20_to_24,Males,0
Ang Mo Kio,20_to_24,Males,0
Ang Mo Kio,20_to_24,Males,0
Ang Mo Kio,20_to_24,Females,50
Ang Mo Kio,20_to_24,Females,250
Ang Mo Kio,20_to_24,Females,220
Ang Mo Kio,20_to_24,Females,70
Ang Mo Kio,20_to_24,Females,0
Ang Mo Kio,20_to_24,Females,0
Ang Mo Kio,20_to_24,Females,0
Ang Mo Kio,20_to_24,Females,0
Ang Mo Kio,25_to_29,Males,60
Ang Mo Kio,25_to_29,Males,300
Ang Mo Kio,25_to_29,Males,270
Ang Mo Kio,25_to_29,Males,130
Ang Mo Kio,25_to_29,Males,0
Ang Mo Kio,25_to_29,Males,0
Ang Mo Kio,25_to_29,Males,0
Ang Mo Kio,25_to_29,Males,10
Ang Mo Kio,25_to_29,Females,30
Ang Mo Kio,25_to_29,Females,330
Ang Mo Kio,25_to_29,Females,270
Ang Mo Kio,25_to_29,Females,110
Ang Mo Kio,25_to_29,Females,0
Ang Mo Kio,25_to_29,Females,0
Ang Mo Kio,25_to_29,Females,0
Ang Mo Kio,25_to_29,Females,0
Ang Mo Kio,30_to_34,Males,40
Ang Mo Kio,30_to_34,Males,350
Ang Mo Kio,30_to_34,Males,330
Ang Mo Kio,30_to_34,Males,130
Ang Mo Kio,30_to_34,Males,0
Ang Mo Kio,30_to_34,Males,0
Ang Mo Kio,30_to_34,Males,0
Ang Mo Kio,30_to_34,Males,10
Ang Mo Kio,30_to_34,Females,40
Ang Mo Kio,30_to_34,Females,380
Ang Mo Kio,30_to_34,Females,340
Ang Mo Kio,30_to_34,Females,160
Ang Mo Kio,30_to_34,Females,0
Ang Mo Kio,30_to_34,Females,0
Ang Mo Kio,30_to_34,Females,0
Ang Mo Kio,30_to_34,Females,10
Ang Mo Kio,35_to_39,Males,30
Ang Mo Kio,35_to_39,Males,290
Ang Mo Kio,35_to_39,Males,310
Ang Mo Kio,35_to_39,Males,120
Ang Mo Kio,35_to_39,Males,0
Ang Mo Kio,35_to_39,Males,0
Ang Mo Kio,35_to_39,Males,0
Ang Mo Kio,35_to_39,Males,10
Ang Mo Kio,35_to_39,Females,30
Ang Mo Kio,35_to_39,Females,350
Ang Mo Kio,35_to_39,Females,310
Ang Mo Kio,35_to_39,Females,130
Ang Mo Kio,35_to_39,Females,0
Ang Mo Kio,35_to_39,Females,0
Ang Mo Kio,35_to_39,Females,0
Ang Mo Kio,35_to_39,Females,10
Ang Mo Kio,40_to_44,Males,40
Ang Mo Kio,40_to_44,Males,370
Ang Mo Kio,40_to_44,Males,280
Ang Mo Kio,40_to_44,Males,130
Ang Mo Kio,40_to_44,Males,0
Ang Mo Kio,40_to_44,Males,0
Ang Mo Kio,40_to_44,Males,0
Ang Mo Kio,40_to_44,Males,10
Ang Mo Kio,40_to_44,Females,30
Ang Mo Kio,40_to_44,Females,470
Ang Mo Kio,40_to_44,Females,260
Ang Mo Kio,40_to_44,Females,130
Ang Mo Kio,40_to_44,Females,0
Ang Mo Kio,40_to_44,Females,0
Ang Mo Kio,40_to_44,Females,0
Ang Mo Kio,40_to_44,Females,10
Ang Mo Kio,45_to_49,Males,30
Ang Mo Kio,45_to_49,Males,420
Ang Mo Kio,45_to_49,Males,260
Ang Mo Kio,45_to_49,Males,150
Ang Mo Kio,45_to_49,Males,0
Ang Mo Kio,45_to_49,Males,0
Ang Mo Kio,45_to_49,Males,0
Ang Mo Kio,45_to_49,Males,10
Ang Mo Kio,45_to_49,Females,40
Ang Mo Kio,45_to_49,Females,490
Ang Mo Kio,45_to_49,Females,310
Ang Mo Kio,45_to_49,Females,130
Ang Mo Kio,45_to_49,Females,0
Ang Mo Kio,45_to_49,Females,0
Ang Mo Kio,45_to_49,Females,0
Ang Mo Kio,45_to_49,Females,0
Ang Mo Kio,50_to_54,Males,40
Ang Mo Kio,50_to_54,Males,390
Ang Mo Kio,50_to_54,Males,250
Ang Mo Kio,50_to_54,Males,100
Ang Mo Kio,50_to_54,Males,0
Ang Mo Kio,50_to_54,Males,0
Ang Mo Kio,50_to_54,Males,0
Ang Mo Kio,50_to_54,Males,10
Ang Mo Kio,50_to_54,Females,40
Ang Mo Kio,50_to_54,Females,450
Ang Mo Kio,50_to_54,Females,280
Ang Mo Kio,50_to_54,Females,120
Ang Mo Kio,50_to_54,Females,0
Ang Mo Kio,50_to_54,Females,0
Ang Mo Kio,50_to_54,Females,0
Ang Mo Kio,50_to_54,Females,10
Ang Mo Kio,55_to_59,Males,90
Ang Mo Kio,55_to_59,Males,490
Ang Mo Kio,55_to_59,Males,330
Ang Mo Kio,55_to_59,Males,100
Ang Mo Kio,55_to_59,Males,0
Ang Mo Kio,55_to_59,Males,0
Ang Mo Kio,55_to_59,Males,0
Ang Mo Kio,55_to_59,Males,30
Ang Mo Kio,55_to_59,Females,70
Ang Mo Kio,55_to_59,Females,520
Ang Mo Kio,55_to_59,Females,310
Ang Mo Kio,55_to_59,Females,120
Ang Mo Kio,55_to_59,Females,0
Ang Mo Kio,55_to_59,Females,0
Ang Mo Kio,55_to_59,Females,0
Ang Mo Kio,55_to_59,Females,10
Ang Mo Kio,60_to_64,Males,90
Ang Mo Kio,60_to_64,Males,510
Ang Mo Kio,60_to_64,Males,290
Ang Mo Kio,60_to_64,Males,110
Ang Mo Kio,60_to_64,Males,0
Ang Mo Kio,60_to_64,Males,0
Ang Mo Kio,60_to_64,Males,0
Ang Mo Kio,60_to_64,Males,30
Ang Mo Kio,60_to_64,Females,50
Ang Mo Kio,60_to_64,Females,540
Ang Mo Kio,60_to_64,Females,280
Ang Mo Kio,60_to_64,Females,130
Ang Mo Kio,60_to_64,Females,0
Ang Mo Kio,60_to_64,Females,0
Ang Mo Kio,60_to_64,Females,0
Ang Mo Kio,60_to_64,Females,10
Ang Mo Kio,65_to_69,Males,80
Ang Mo Kio,65_to_69,Males,410
Ang Mo Kio,65_to_69,Males,290
Ang Mo Kio,65_to_69,Males,100
Ang Mo Kio,65_to_69,Males,0
Ang Mo Kio,65_to_69,Males,0
Ang Mo Kio,65_to_69,Males,0
Ang Mo Kio,65_to_69,Males,40
Ang Mo Kio,65_to_69,Females,40
Ang Mo Kio,65_to_69,Females,580
Ang Mo Kio,65_to_69,Females,350
Ang Mo Kio,65_to_69,Females,140
Ang Mo Kio,65_to_69,Females,0
Ang Mo Kio,65_to_69,Females,0
Ang Mo Kio,65_to_69,Females,0
Ang Mo Kio,65_to_69,Females,20
Ang Mo Kio,70_to_74,Males,50
Ang Mo Kio,70_to_74,Males,370
Ang Mo Kio,70_to_74,Males,280
Ang Mo Kio,70_to_74,Males,130
Ang Mo Kio,70_to_74,Males,0
Ang Mo Kio,70_to_74,Males,0
Ang Mo Kio,70_to_74,Males,0
Ang Mo Kio,70_to_74,Males,40
Ang Mo Kio,70_to_74,Females,40
Ang Mo Kio,70_to_74,Females,510
Ang Mo Kio,70_to_74,Females,280
Ang Mo Kio,70_to_74,Females,140
Ang Mo Kio,70_to_74,Females,0
Ang Mo Kio,70_to_74,Females,0
Ang Mo Kio,70_to_74,Females,0
Ang Mo Kio,70_to_74,Females,20
Ang Mo Kio,75_to_79,Males,20
Ang Mo Kio,75_to_79,Males,250
Ang Mo Kio,75_to_79,Males,160
Ang Mo Kio,75_to_79,Males,80
Ang Mo Kio,75_to_79,Males,0
Ang Mo Kio,75_to_79,Males,0
Ang Mo Kio,75_to_79,Males,0
Ang Mo Kio,75_to_79,Males,40
Ang Mo Kio,75_to_79,Females,40
Ang Mo Kio,75_to_79,Females,370
Ang Mo Kio,75_to_79,Females,210
Ang Mo Kio,75_to_79,Females,70
Ang Mo Kio,75_to_79,Females,0
Ang Mo Kio,75_to_79,Females,0
Ang Mo Kio,75_to_79,Females,0
Ang Mo Kio,75_to_79,Females,30
Ang Mo Kio,80_to_84,Males,20
Ang Mo Kio,80_to_84,Males,200
Ang Mo Kio,80_to_84,Males,120
Ang Mo Kio,80_to_84,Males,30
Ang Mo Kio,80_to_84,Males,0
Ang Mo Kio,80_to_84,Males,0
Ang Mo Kio,80_to_84,Males,0
Ang Mo Kio,80_to_84,Males,40
Ang Mo Kio,80_to_84,Females,40
Ang Mo Kio,80_to_84,Females,250
Ang Mo Kio,80_to_84,Females,170
Ang Mo Kio,80_to_84,Females,40
Ang Mo Kio,80_to_84,Females,0
Ang Mo Kio,80_to_84,Females,0
Ang Mo Kio,80_to_84,Females,0
Ang Mo Kio,80_to_84,Females,40
Ang Mo Kio,85_to_89,Males,10
Ang Mo Kio,85_to_89,Males,70
Ang Mo Kio,85_to_89,Males,50
Ang Mo Kio,85_to_89,Males,20
Ang Mo Kio,85_to_89,Males,0
Ang Mo Kio,85_to_89,Males,0
Ang Mo Kio,85_to_89,Males,0
Ang Mo Kio,85_to_89,Males,20
Ang Mo Kio,85_to_89,Females,20
Ang Mo Kio,85_to_89,Females,80
Ang Mo Kio,85_to_89,Females,80
Ang Mo Kio,85_to_89,Females,30
Ang Mo Kio,85_to_89,Females,0
Ang Mo Kio,85_to_89,Females,0
Ang Mo Kio,85_to_89,Females,0
Ang Mo Kio,85_to_89,Females,30
Ang Mo Kio,90_and_over,Males,0
Ang Mo Kio,90_and_over,Males,20
Ang Mo Kio,90_and_over,Males,20
Ang Mo Kio,90_and_over,Males,10
Ang Mo Kio,90_and_over,Males,0
Ang Mo Kio,90_and_over,Males,0
Ang Mo Kio,90_and_over,Males,0
Ang Mo Kio,90_and_over,Males,10
Ang Mo Kio,90_and_over,Females,10
Ang Mo Kio,90_and_over,Females,50
Ang Mo Kio,90_and_over,Females,60
Ang Mo Kio,90_and_over,Females,20
Ang Mo Kio,90_and_over,Females,0
Ang Mo Kio,90_and_over,Females,0
Ang Mo Kio,90_and_over,Females,0
Ang Mo Kio,90_and_over,Females,40
Ang Mo Kio,0_to_4,Males,30
Ang Mo Kio,0_to_4,Males,110
Ang Mo Kio,0_to_4,Males,60
Ang Mo Kio,0_to_4,Males,30
Ang Mo Kio,0_to_4,Males,0
Ang Mo Kio,0_to_4,Males,50
Ang Mo Kio,0_to_4,Males,10
Ang Mo Kio,0_to_4,Males,0
Ang Mo Kio,0_to_4,Females,20
Ang Mo Kio,0_to_4,Females,100
Ang Mo Kio,0_to_4,Females,80
Ang Mo Kio,0_to_4,Females,30
Ang Mo Kio,0_to_4,Females,0
Ang Mo Kio,0_to_4,Females,80
Ang Mo Kio,0_to_4,Females,30
Ang Mo Kio,0_to_4,Females,0
Ang Mo Kio,5_to_9,Males,30
Ang Mo Kio,5_to_9,Males,120
Ang Mo Kio,5_to_9,Males,60
Ang Mo Kio,5_to_9,Males,50
Ang Mo Kio,5_to_9,Males,0
Ang Mo Kio,5_to_9,Males,70
Ang Mo Kio,5_to_9,Males,20
Ang Mo Kio,5_to_9,Males,0
Ang Mo Kio,5_to_9,Females,20
Ang Mo Kio,5_to_9,Females,150
Ang Mo Kio,5_to_9,Females,90
Ang Mo Kio,5_to_9,Females,50
Ang Mo Kio,5_to_9,Females,0
Ang Mo Kio,5_to_9,Females,160
Ang Mo Kio,5_to_9,Females,20
Ang Mo Kio,5_to_9,Females,0
Ang Mo Kio,10_to_14,Males,20
Ang Mo Kio,10_to_14,Males,170
Ang Mo Kio,10_to_14,Males,90
Ang Mo Kio,10_to_14,Males,40
Ang Mo Kio,10_to_14,Males,0
Ang Mo Kio,10_to_14,Males,50
Ang Mo Kio,10_to_14,Males,30
Ang Mo Kio,10_to_14,Males,0
Ang Mo Kio,10_to_14,Females,20
Ang Mo Kio,10_to_14,Females,150
Ang Mo Kio,10_to_14,Females,100
Ang Mo Kio,10_to_14,Females,50
Ang Mo Kio,10_to_14,Females,0
Ang Mo Kio,10_to_14,Females,100
Ang Mo Kio,10_to_14,Females,40
Ang Mo Kio,10_to_14,Females,0
Ang Mo Kio,15_to_19,Males,30
Ang Mo Kio,15_to_19,Males,180
Ang Mo Kio,15_to_19,Males,110
Ang Mo Kio,15_to_19,Males,50
Ang Mo Kio,15_to_19,Males,0
Ang Mo Kio,15_to_19,Males,40
Ang Mo Kio,15_to_19,Males,40
Ang Mo Kio,15_to_19,Males,0
Ang Mo Kio,15_to_19,Females,30
Ang Mo Kio,15_to_19,Females,200
Ang Mo Kio,15_to_19,Females,130
Ang Mo Kio,15_to_19,Females,50
Ang Mo Kio,15_to_19,Females,0
Ang Mo Kio,15_to_19,Females,70
Ang Mo Kio,15_to_19,Females,40
Ang Mo Kio,15_to_19,Females,0
Ang Mo Kio,20_to_24,Males,50
Ang Mo Kio,20_to_24,Males,240
Ang Mo Kio,20_to_24,Males,160
Ang Mo Kio,20_to_24,Males,50
Ang Mo Kio,20_to_24,Males,0
Ang Mo Kio,20_to_24,Males,20
Ang Mo Kio,20_to_24,Males,30
Ang Mo Kio,20_to_24,Males,10
Ang Mo Kio,20_to_24,Females,30
Ang Mo Kio,20_to_24,Females,210
Ang Mo Kio,20_to_24,Females,150
Ang Mo Kio,20_to_24,Females,50
Ang Mo Kio,20_to_24,Females,0
Ang Mo Kio,20_to_24,Females,30
Ang Mo Kio,20_to_24,Females,40
Ang Mo Kio,20_to_24,Females,0
Ang Mo Kio,25_to_29,Males,50
Ang Mo Kio,25_to_29,Males,270
Ang Mo Kio,25_to_29,Males,190
Ang Mo Kio,25_to_29,Males,90
Ang Mo Kio,25_to_29,Males,0
Ang Mo Kio,25_to_29,Males,20
Ang Mo Kio,25_to_29,Males,30
Ang Mo Kio,25_to_29,Males,0
Ang Mo Kio,25_to_29,Females,40
Ang Mo Kio,25_to_29,Females,280
Ang Mo Kio,25_to_29,Females,200
Ang Mo Kio,25_to_29,Females,80
Ang Mo Kio,25_to_29,Females,0
Ang Mo Kio,25_to_29,Females,30
Ang Mo Kio,25_to_29,Females,40
Ang Mo Kio,25_to_29,Females,10
Ang Mo Kio,30_to_34,Males,40
Ang Mo Kio,30_to_34,Males,300
Ang Mo Kio,30_to_34,Males,190
Ang Mo Kio,30_to_34,Males,70
Ang Mo Kio,30_to_34,Males,0
Ang Mo Kio,30_to_34,Males,40
Ang Mo Kio,30_to_34,Males,20
Ang Mo Kio,30_to_34,Males,0
Ang Mo Kio,30_to_34,Females,40
Ang Mo Kio,30_to_34,Females,330
Ang Mo Kio,30_to_34,Females,190
Ang Mo Kio,30_to_34,Females,90
Ang Mo Kio,30_to_34,Females,0
Ang Mo Kio,30_to_34,Females,60
Ang Mo Kio,30_to_34,Females,20
Ang Mo Kio,30_to_34,Females,10
Ang Mo Kio,35_to_39,Males,30
Ang Mo Kio,35_to_39,Males,250
Ang Mo Kio,35_to_39,Males,150
Ang Mo Kio,35_to_39,Males,60
Ang Mo Kio,35_to_39,Males,0
Ang Mo Kio,35_to_39,Males,90
Ang Mo Kio,35_to_39,Males,20
Ang Mo Kio,35_to_39,Males,10
Ang Mo Kio,35_to_39,Females,30
Ang Mo Kio,35_to_39,Females,330
Ang Mo Kio,35_to_39,Females,160
Ang Mo Kio,35_to_39,Females,80
Ang Mo Kio,35_to_39,Females,0
Ang Mo Kio,35_to_39,Females,100
Ang Mo Kio,35_to_39,Females,20
Ang Mo Kio,35_to_39,Females,0
Ang Mo Kio,40_to_44,Males,30
Ang Mo Kio,40_to_44,Males,330
Ang Mo Kio,40_to_44,Males,190
Ang Mo Kio,40_to_44,Males,60
Ang Mo Kio,40_to_44,Males,0
Ang Mo Kio,40_to_44,Males,110
Ang Mo Kio,40_to_44,Males,30
Ang Mo Kio,40_to_44,Males,10
Ang Mo Kio,40_to_44,Females,20
Ang Mo Kio,40_to_44,Females,400
Ang Mo Kio,40_to_44,Females,210
Ang Mo Kio,40_to_44,Females,60
Ang Mo Kio,40_to_44,Females,0
Ang Mo Kio,40_to_44,Females,150
Ang Mo Kio,40_to_44,Females,40
Ang Mo Kio,40_to_44,Females,0
Ang Mo Kio,45_to_49,Males,30
Ang Mo Kio,45_to_49,Males,350
Ang Mo Kio,45_to_49,Males,170
Ang Mo Kio,45_to_49,Males,70
Ang Mo Kio,45_to_49,Males,0
Ang Mo Kio,45_to_49,Males,110
Ang Mo Kio,45_to_49,Males,40
Ang Mo Kio,45_to_49,Males,0
Ang Mo Kio,45_to_49,Females,30
Ang Mo Kio,45_to_49,Females,430
Ang Mo Kio,45_to_49,Females,210
Ang Mo Kio,45_to_49,Females,70
Ang Mo Kio,45_to_49,Females,0
Ang Mo Kio,45_to_49,Females,110
Ang Mo Kio,45_to_49,Females,40
Ang Mo Kio,45_to_49,Females,0
Ang Mo Kio,50_to_54,Males,50
Ang Mo Kio,50_to_54,Males,370
Ang Mo Kio,50_to_54,Males,200
Ang Mo Kio,50_to_54,Males,70
Ang Mo Kio,50_to_54,Males,0
Ang Mo Kio,50_to_54,Males,70
Ang Mo Kio,50_to_54,Males,50
Ang Mo Kio,50_to_54,Males,10
Ang Mo Kio,50_to_54,Females,50
Ang Mo Kio,50_to_54,Females,420
Ang Mo Kio,50_to_54,Females,200
Ang Mo Kio,50_to_54,Females,70
Ang Mo Kio,50_to_54,Females,0
Ang Mo Kio,50_to_54,Females,60
Ang Mo Kio,50_to_54,Females,50
Ang Mo Kio,50_to_54,Females,0
Ang Mo Kio,55_to_59,Males,80
Ang Mo Kio,55_to_59,Males,460
Ang Mo Kio,55_to_59,Males,200
Ang Mo Kio,55_to_59,Males,70
Ang Mo Kio,55_to_59,Males,0
Ang Mo Kio,55_to_59,Males,30
Ang Mo Kio,55_to_59,Males,30
Ang Mo Kio,55_to_59,Males,10
Ang Mo Kio,55_to_59,Females,60
Ang Mo Kio,55_to_59,Females,430
Ang Mo Kio,55_to_59,Females,210
Ang Mo Kio,55_to_59,Females,80
Ang Mo Kio,55_to_59,Females,0
Ang Mo Kio,55_to_59,Females,20
Ang Mo Kio,55_to_59,Females,40
Ang Mo Kio,55_to_59,Females,0
Ang Mo Kio,60_to_64,Males,80
Ang Mo Kio,60_to_64,Males,430
Ang Mo Kio,60_to_64,Males,200
Ang Mo Kio,60_to_64,Males,80
Ang Mo Kio,60_to_64,Males,0
Ang Mo Kio,60_to_64,Males,20
Ang Mo Kio,60_to_64,Males,30
Ang Mo Kio,60_to_64,Males,10
Ang Mo Kio,60_to_64,Females,60
Ang Mo Kio,60_to_64,Females,430
Ang Mo Kio,60_to_64,Females,230
Ang Mo Kio,60_to_64,Females,90
Ang Mo Kio,60_to_64,Females,0
Ang Mo Kio,60_to_64,Females,20
Ang Mo Kio,60_to_64,Females,20
Ang Mo Kio,60_to_64,Females,0
Ang Mo Kio,65_to_69,Males,90
Ang Mo Kio,65_to_69,Males,360
Ang Mo Kio,65_to_69,Males,200
Ang Mo Kio,65_to_69,Males,70
Ang Mo Kio,65_to_69,Males,0
Ang Mo Kio,65_to_69,Males,20
Ang Mo Kio,65_to_69,Males,30
Ang Mo Kio,65_to_69,Males,10
Ang Mo Kio,65_to_69,Females,60
Ang Mo Kio,65_to_69,Females,470
Ang Mo Kio,65_to_69,Females,240
Ang Mo Kio,65_to_69,Females,80
Ang Mo Kio,65_to_69,Females,0
Ang Mo Kio,65_to_69,Females,10
Ang Mo Kio,65_to_69,Females,30
Ang Mo Kio,65_to_69,Females,10
Ang Mo Kio,70_to_74,Males,60
Ang Mo Kio,70_to_74,Males,320
Ang Mo Kio,70_to_74,Males,170
Ang Mo Kio,70_to_74,Males,70
Ang Mo Kio,70_to_74,Males,0
Ang Mo Kio,70_to_74,Males,10
Ang Mo Kio,70_to_74,Males,30
Ang Mo Kio,70_to_74,Males,30
Ang Mo Kio,70_to_74,Females,70
Ang Mo Kio,70_to_74,Females,430
Ang Mo Kio,70_to_74,Females,200
Ang Mo Kio,70_to_74,Females,70
Ang Mo Kio,70_to_74,Females,0
Ang Mo Kio,70_to_74,Females,10
Ang Mo Kio,70_to_74,Females,40
Ang Mo Kio,70_to_74,Females,10
Ang Mo Kio,75_to_79,Males,40
Ang Mo Kio,75_to_79,Males,220
Ang Mo Kio,75_to_79,Males,110
Ang Mo Kio,75_to_79,Males,40
Ang Mo Kio,75_to_79,Males,0
Ang Mo Kio,75_to_79,Males,10
Ang Mo Kio,75_to_79,Males,20
Ang Mo Kio,75_to_79,Males,20
Ang Mo Kio,75_to_79,Females,50
Ang Mo Kio,75_to_79,Females,290
Ang Mo Kio,75_to_79,Females,130
Ang Mo Kio,75_to_79,Females,40
Ang Mo Kio,75_to_79,Females,0
Ang Mo Kio,75_to_79,Females,10
Ang Mo Kio,75_to_79,Females,30
Ang Mo Kio,75_to_79,Females,10
Ang Mo Kio,80_to_84,Males,20
Ang Mo Kio,80_to_84,Males,150
Ang Mo Kio,80_to_84,Males,50
Ang Mo Kio,80_to_84,Males,20
Ang Mo Kio,80_to_84,Males,0
Ang Mo Kio,80_to_84,Males,0
Ang Mo Kio,80_to_84,Males,30
Ang Mo Kio,80_to_84,Males,20
Ang Mo Kio,80_to_84,Females,30
Ang Mo Kio,80_to_84,Females,190
Ang Mo Kio,80_to_84,Females,100
Ang Mo Kio,80_to_84,Females,30
Ang Mo Kio,80_to_84,Females,0
Ang Mo Kio,80_to_84,Females,10
Ang Mo Kio,80_to_84,Females,40
Ang Mo Kio,80_to_84,Females,10
Ang Mo Kio,85_to_89,Males,20
Ang Mo Kio,85_to_89,Males,50
Ang Mo Kio,85_to_89,Males,30
Ang Mo Kio,85_to_89,Males,10
Ang Mo Kio,85_to_89,Males,0
Ang Mo Kio,85_to_89,Males,0
Ang Mo Kio,85_to_89,Males,30
Ang Mo Kio,85_to_89,Males,0
Ang Mo Kio,85_to_89,Females,20
Ang Mo Kio,85_to_89,Females,80
Ang Mo Kio,85_to_89,Females,50
Ang Mo Kio,85_to_89,Females,10
Ang Mo Kio,85_to_89,Females,0
Ang Mo Kio,85_to_89,Females,0
Ang Mo Kio,85_to_89,Females,20
Ang Mo Kio,85_to_89,Females,10
Ang Mo Kio,90_and_over,Males,10
Ang Mo Kio,90_and_over,Males,20
Ang Mo Kio,90_and_over,Males,10
Ang Mo Kio,90_and_over,Males,0
Ang Mo Kio,90_and_over,Males,0
Ang Mo Kio,90_and_over,Males,0
Ang Mo Kio,90_and_over,Males,10
Ang Mo Kio,90_and_over,Males,10
Ang Mo Kio,90_and_over,Females,20
Ang Mo Kio,90_and_over,Females,40
Ang Mo Kio,90_and_over,Females,50
Ang Mo Kio,90_and_over,Females,10
Ang Mo Kio,90_and_over,Females,0
Ang Mo Kio,90_and_over,Females,0
Ang Mo Kio,90_and_over,Females,10
Ang Mo Kio,90_and_over,Females,10
Ang Mo Kio,0_to_4,Males,0
Ang Mo Kio,0_to_4,Males,0
Ang Mo Kio,0_to_4,Males,0
Ang Mo Kio,0_to_4,Males,0
Ang Mo Kio,0_to_4,Males,0
Ang Mo Kio,0_to_4,Males,10
Ang Mo Kio,0_to_4,Males,80
Ang Mo Kio,0_to_4,Males,0
Ang Mo Kio,0_to_4,Females,0
Ang Mo Kio,0_to_4,Females,0
Ang Mo Kio,0_to_4,Females,0
Ang Mo Kio,0_to_4,Females,0
Ang Mo Kio,0_to_4,Females,0
Ang Mo Kio,0_to_4,Females,10
Ang Mo Kio,0_to_4,Females,100
Ang Mo Kio,0_to_4,Females,0
Ang Mo Kio,5_to_9,Males,0
Ang Mo Kio,5_to_9,Males,0
Ang Mo Kio,5_to_9,Males,0
Ang Mo Kio,5_to_9,Males,0
Ang Mo Kio,5_to_9,Males,0
Ang Mo Kio,5_to_9,Males,10
Ang Mo Kio,5_to_9,Males,130
Ang Mo Kio,5_to_9,Males,0
Ang Mo Kio,5_to_9,Females,0
Ang Mo Kio,5_to_9,Females,0
Ang Mo Kio,5_to_9,Females,0
Ang Mo Kio,5_to_9,Females,0
Ang Mo Kio,5_to_9,Females,0
Ang Mo Kio,5_to_9,Females,10
Ang Mo Kio,5_to_9,Females,170
Ang Mo Kio,5_to_9,Females,0
Ang Mo Kio,10_to_14,Males,0
Ang Mo Kio,10_to_14,Males,0
Ang Mo Kio,10_to_14,Males,0
Ang Mo Kio,10_to_14,Males,0
Ang Mo Kio,10_to_14,Males,0
Ang Mo Kio,10_to_14,Males,0
Ang Mo Kio,10_to_14,Males,170
Ang Mo Kio,10_to_14,Males,0
Ang Mo Kio,10_to_14,Females,0
Ang Mo Kio,10_to_14,Females,0
Ang Mo Kio,10_to_14,Females,0
Ang Mo Kio,10_to_14,Females,0
Ang Mo Kio,10_to_14,Females,0
Ang Mo Kio,10_to_14,Females,10
Ang Mo Kio,10_to_14,Females,220
Ang Mo Kio,10_to_14,Females,0
Ang Mo Kio,15_to_19,Males,0
Ang Mo Kio,15_to_19,Males,0
Ang Mo Kio,15_to_19,Males,0
Ang Mo Kio,15_to_19,Males,0
Ang Mo Kio,15_to_19,Males,0
Ang Mo Kio,15_to_19,Males,10
Ang Mo Kio,15_to_19,Males,210
Ang Mo Kio,15_to_19,Males,0
Ang Mo Kio,15_to_19,Females,0
Ang Mo Kio,15_to_19,Females,0
Ang Mo Kio,15_to_19,Females,0
Ang Mo Kio,15_to_19,Females,0
Ang Mo Kio,15_to_19,Females,0
Ang Mo Kio,15_to_19,Females,0
Ang Mo Kio,15_to_19,Females,210
Ang Mo Kio,15_to_19,Females,0
Ang Mo Kio,20_to_24,Males,0
Ang Mo Kio,20_to_24,Males,0
Ang Mo Kio,20_to_24,Males,0
Ang Mo Kio,20_to_24,Males,0
Ang Mo Kio,20_to_24,Males,0
Ang Mo Kio,20_to_24,Males,10
Ang Mo Kio,20_to_24,Males,220
Ang Mo Kio,20_to_24,Males,0
Ang Mo Kio,20_to_24,Females,0
Ang Mo Kio,20_to_24,Females,0
Ang Mo Kio,20_to_24,Females,0
Ang Mo Kio,20_to_24,Females,0
Ang Mo Kio,20_to_24,Females,0
Ang Mo Kio,20_to_24,Females,10
Ang Mo Kio,20_to_24,Females,240
Ang Mo Kio,20_to_24,Females,0
Ang Mo Kio,25_to_29,Males,0
Ang Mo Kio,25_to_29,Males,0
Ang Mo Kio,25_to_29,Males,0
Ang Mo Kio,25_to_29,Males,0
Ang Mo Kio,25_to_29,Males,0
Ang Mo Kio,25_to_29,Males,10
Ang Mo Kio,25_to_29,Males,210
Ang Mo Kio,25_to_29,Males,0
Ang Mo Kio,25_to_29,Females,0
Ang Mo Kio,25_to_29,Females,0
Ang Mo Kio,25_to_29,Females,0
Ang Mo Kio,25_to_29,Females,0
Ang Mo Kio,25_to_29,Females,0
Ang Mo Kio,25_to_29,Females,10
Ang Mo Kio,25_to_29,Females,250
Ang Mo Kio,25_to_29,Females,0
Ang Mo Kio,30_to_34,Males,0
Ang Mo Kio,30_to_34,Males,0
Ang Mo Kio,30_to_34,Males,0
Ang Mo Kio,30_to_34,Males,0
Ang Mo Kio,30_to_34,Males,0
Ang Mo Kio,30_to_34,Males,10
Ang Mo Kio,30_to_34,Males,160
Ang Mo Kio,30_to_34,Males,0
Ang Mo Kio,30_to_34,Females,0
Ang Mo Kio,30_to_34,Females,0
Ang Mo Kio,30_to_34,Females,0
Ang Mo Kio,30_to_34,Females,0
Ang Mo Kio,30_to_34,Females,0
Ang Mo Kio,30_to_34,Females,20
Ang Mo Kio,30_to_34,Females,170
Ang Mo Kio,30_to_34,Females,10
Ang Mo Kio,35_to_39,Males,0
